Stars;Reviews
4.0;El reloj también funciona bien como monitor de ritmo cardíaco y de pasos. Es capaz de recibir mensajes como esta escrito en la descripcion, pero como esta escrito en la descripcion no puede contestarlos.Llego a tiempo con todo dentro: display, dos piezas de correa para armar y cargador de bateria.El unico desperfecto, pero eso no afecta mi apreciación del producto, es que en la foto el color se ve mucho menos rosado que el que recibí, por eso le doy 4 estrellas y no 5.
4.0;Creo que considerando lo que pagas está bastante bien. El conteo de pasos y las funciones asociadas son muy precisas, no estoy tan seguro sobre el análisis del sueño, y no confiaría en el monitoreo de la PA. Mi única crítica real es que cualquier persona mayor de 45 años no podrá ver el conteo de pasos sin sus anteojos.
4.0;Realmente excelente calidad / precio. No se puede esperar lo mejor desde el punto de vista de la personalización pero por el precio pagado es realmente un excelente reloj inteligente
4.0;El producto es bueno y la atención del vendedor también grata ya que tuve un problema y me ofreció ayuda sin problema. La verdad, bastante satisfecho con la compra y la atención.
4.0;Funciona bastante bien
4.0;Me encanta este reloj, pero cuando voy a nadar cambia a caminar o caminar. Luego pasas tiempo cambiándolo de nuevo a natación.
4.0;Este reloj es un poco difícil de comenzar, pero una vez que lo haces, es genial, y creo que el equipo de soporte del producto también es genial. Disfrutando del reloj.
4.0;1-Batería un poco baja. 2-El número de pasos que se muestra en el dial correspondiente es privilegiado. Sería interesante poder sustituir la caminata con el resultado de tu deporte diario favorito, por ejemplo los km recorridos en bicicleta. 3-interesante la posibilidad de controlar la presión arterial, el pulso y la saturación de oxígeno.4-impermeabilidad: a revisar en el verano
4.0;para el seguimiento de pasos, rastrea bastantes cosas. la aplicación tampoco es mala
4.0;Comprado hace un mes y va de maravilla, me guata mucho y seguramente compraré alguno más. Cumple con lo que pone en las características técnicas.
4.0;Hasta ahora, todo bien.
4.0;buena relación calidad-precio, el control del sueño no es muy preciso, pero un smartwatch fiable cuesta a partir de 700,00 euros en adelante... así que está bien.
4.0;Tiene 8 meses, lo he cuidado al máximo, no lo mojé ni 1 sola vez y ha dejado de funcionar, ni me carga. Cómo puedo contactar con el fabricante?. Tiene 2 años de garantía, no?Yo estaba contenta con él, nunca me dio 1 problema hasta ahora y los parámetros y medidas eran muy fiables
4.0;Lástima que no podamos responder con lo contrario, el reloj sería perfecto
4.0;De momento funciona perfecto y el diseño es robusto y bonito. El diámetro es grande, ideal para adulto demasiado grande para un niño. El funcionamiento no es fácil pero al poco se entiende bien
4.0;Si es su primer reloj inteligente/de entrenamiento y solo quiere una combinación de reloj inteligente/podómetro, esto funcionará bien para usted. Sí, hay una aplicación de teléfono, pero no se integra con otras cosas como Strava o Google Fit y es difícil recuperar datos de días anteriores. Conseguí este reloj para aguantarme hasta que el nuevo y elegante Garmin que quería salió a la venta. Funcionó bien durante esos meses, pero extrañé la facilidad de uso y las integraciones de la aplicación Garmin. Contento con mi elección de obtener este reloj durante unos meses, ya que ahorré cientos esperando esa venta. Pasárselo a un amigo que ahora no tiene un reloj inteligente.
4.0;bien
4.0;Personalmente me encanta una pequeña pregunta sobre cómo cambiar la fecha porque el formato en inglés es 11/11 / jue, así que aquí está quién sería cómo hacerlo.
4.0;es un buen reloj especialmente por el precio. rastrea todo menos mi sueño y la duración de la batería es decente
4.0;Buena calidad de pantalla y por el precio no se puede conseguir nada mejor! Me gustó ...
4.0;En general estoy satisfecho con la compra, una pena que las calorías, los valores de BPM estén en el dial... somos muy pequeños, las gafas son incómodas en el gimnasio. Con una esfera tan grande se podrían haber hecho mejor.
4.0;Cumple la función,es solo que tiene poca calidad esa correa u se rompió enseguida , por lo demás muy bien
4.0;La batería dura unos 3 días más o menos
4.0;Un Swatch realmente genial, muy comprensible y fácil de ajustar y la comodidad de uso es ligera.
4.0;Buena relación calidad precio, es bonito, no pesa y se le coge rápido el manejo
4.0;Me gusta porque me permite medir los pasos que doy en comparación con mi trabajo que requiere caminar. Mide la frecuencia cardíaca y la presión arterial.
4.0;lo unico malo la bateria el primer dia volver a recargarla despues de 14 dias pero despues de 2 meses usar 5-7 dias
4.0;Justo lo que necesitaba y un precio bajo
4.0;un reloj excelente por el precio, no es muy responsive, tanto al apretar el boton para encender como al girar la muñeca, que ademas activa el reloj para ver la hora, tarda como 1 segundo en responder a la actividad, tiene muchas subcategorías que, con la respuesta lenta de la pantalla, tardan un tiempo en llegar a la categoría que necesito. Pero es algo que vale el precio que pagas, este reloj es genial para gente mayor, o para gente que no sabe si le van a gustar los relojes inteligentes y quiere probar uno antes de hacer una gran inversión. para que el reloj dure 1 semana de bateria, tendras que desactivar la opcion de contar los latidos, ya que esta opcion gasta mucha bateria, y tambien apagarlo por la noche, yo no lo uso por la noche porque hace Me incomoda tener un reloj en la muñeca mientras duermo, pero si es así, para medir la calidad del sueño, tendrás que tener activada la opción de latidos, lo que probablemente hará que la batería del reloj dure solo 2 días. La aplicación también podría estar más optimizada y también la posibilidad de crear un fondo para el reloj, porque solo puedes cambiar la imagen y no la visualización de los números y etc... al final, es un producto barato que hace el trabajo su trabajo, y por el precio, es un buen producto, lo volveria a comprar para alguien que le guste la tecnologia pero todavia esta nuevo o para alguien mayor que no valore la responsabilidad, o para alguien que no sepa si lo va a hacer Nos guste o no los relojes de este tipo.
4.0;Estuvo bien durante aproximadamente 2 semanas y, de repente, la pantalla táctil dejó de funcionar. Sin embargo, fue un buen reloj mientras lo usé.
4.0;Lo compré como un regalo para mi padre y está tan contento que sigue diciéndoles a todos su presión arterial y los pasos del día. Gran regalo económico. La carga es buena.
4.0;calidad precio muy buena, si no quieres gastar mucho es ideal
4.0;Todo perfecto
4.0;¡Buen reloj con mejor descripción!
4.0;El reloj que compré me presentó un fallo y lo delvolvi, se pusieron en contacto conmigo y me enviaron otro totalmente nuevo el cual ya parece funcionar correctamente . Buen vendedor.
4.0;Calidad precio👌
4.0;La recepción del pedido fue antes de lo previstoReloj de alta calidad
4.0;Bueno calidad precio
4.0;durante el deporte imposible ver la información en el reloj si hace sol, incluso con el brillo del reloj en pleno daño
4.0;un buen reloj, un poco pesado pero funciona bien
4.0;La óptica del reloj es de muy alta calidad acorde con el precio. Un reloj plano muy elegante. La funcionalidad también es muy suficiente Bueno, yo no diría que el podómetro es preciso. Contó unos 200 pasos incluso en el sofá.... mmmmhhhh pero de dónde... Y la legibilidad durante el día bajo el sol lamentablemente no es aceptable. A pesar de que el nivel 5 es malo, apenas se puede leer. Depende del dial que haya elegido. La selección del dial es adecuada para el precio. Hay hay alrededor de 42 carátulas de reloj, un par de compromisos digitales y un par de analógicos.
4.0;Este reloj es bueno por el precio. No compre esto si está buscando las mejores aplicaciones u otras funciones en su reloj inteligente. Lo uso para controlar los pasos, andar en bicicleta y nadar, y puedo decir que después de un mes ha sido preciso y refleja lo que había estado obteniendo. en mi predecesor más caro. Hace muy bien las funciones limitadas y se ha mantenido completamente a prueba de agua, cuando se usa en la piscina cada semana. Por este precio, felizmente renunciaría a las aplicaciones y funciones adicionales que hacen los relojes inteligentes más caros, ya que Quiero un reloj que registre mis actividades deportivas en lugar de una navaja suiza multifunción de reloj.
4.0;Realmente me gusta hasta ahora. Mi único problema es que no puedo hacer que la aplicación sincronice ningún dato. Revisé mi presión arterial y todo y funciona en el reloj, pero no aparece nada en la aplicación además de mis pasos y calorías. Desearía que alguien pudiera ayudarme con esto.
4.0;Me encanta el aspecto del reloj. Hay diferentes opciones en la aplicación para el reloj en sí, lo cual es un poco confuso. La alarma y las notificaciones están configuradas para vibrar en la muñeca, pero para ser honesto, no es lo suficientemente intenso como para sentirlo. Veo las notificaciones en el teléfono antes de verlas en el reloj. Otras opciones de reloj tienen una mejor vibración, pero no se ven tan bien.
4.0;Lo único que no me gusta es que mis mensajes no se sincronizan, pero además me encanta.
4.0;Es bonito
4.0;Bueno por el precio
4.0;De momento lo esto probando
4.0;Elegante y funcional. Algunas funciones un poco escondidas, pero en general, fácil de usar.
4.0;El reloj es genial, pero el cargador no funciona....no hace absolutamente nada...pensaba que el problema estaba en el reloj y con otro cargador va genial pero el de este reloj no hace nada, cómo podría cambiarlo?
4.0;Realmente no pienso usarlo para nadar pero tampoco para ducharme o lavarme las manos Ojo Por lo demás sin embargo es un reloj muy bonito con muchas funciones
4.0;superó las expectativas
4.0;Me encantó todo sobre este reloj, excepto la duración de la batería. ¡Tuve que cargarlo cada dos días y solo hago alrededor de 2000 pasos por día y solo uso aproximadamente la mitad de sus muchas funciones!
4.0;Fácil de configurar
4.0;Bueno por el precio
4.0;Durabilidad de la batería, precisión media del ejercicio realizado, pasable.
4.0;A mi me gusta todo y el precio esta muy Bueno, pero la correa esta fatal despues de solo 1 mes de utilizacion!
4.0;El reloj es genial, puedes dibujar tus propias imágenes en la pantalla, hubiera sido genial si pudieras usar otros diales. La aplicación es fácil de instalar. Mensajes recibidos como WhatsApp o Facebook sin ding. De lo contrario, es muy fácil de usar. Desafortunadamente, hay una deducción de puntos, el brillo es simplemente demasiado bajo, el sol brilla afuera, desafortunadamente ya no se puede ver nada, a pesar de la configuración de brillo máximo. Es una pena porque eso es realmente lo único que molesta. De lo contrario, producto superior 👍
4.0;funciona bien pero números pequeños
4.0;conforme pero poco práctico para leer los resultados
4.0;El mejor smartwatch para lo que cuesta (y he tenido varios tipos), muy buenos materiales, muchas funciones, gran duración de la batería (unos 10 días con un uso medio). Mide bien la presión con desviaciones mínimas y aceptables respecto a manómetros profesionales como el Omron con el que hice la comparativa, que otros smartwatches prometen y no cumplen.... Este es el segundo que cojo. 5 estrellas solo por una bagatela que se refiere a la sincronización de la hora a través de la aplicación. Cada vez que sincroniza tiene un desfase de unos diez segundos con respecto a la hora exacta, pero creo que es un problema de tu aplicación VeryFit
4.0;No estoy seguro de cuán precisos son los pasos, pero la interfaz es agradable y parece durar una semana con la carga: he desactivado el movimiento de la muñeca. Suficientemente brillante y simple para conectar a su teléfono.
4.0;Gran reloj para mujer, a mi esposa le encanta.
4.0;Buena relación calidad-precio y muy preciso en términos de conexión con la aplicación, pero el tiempo de batería no es suficiente.
4.0;Buen producto, excelente relación calidad-precio, parecería un poco impreciso al contar los pasos pero debo decir que de momento solo lo he usado un par de veces. Para las demás funciones no he encontrado ningún problema.
4.0;Según el título, cómodo y fácil de usar tanto a través del dispositivo como a través de la aplicación de 4 estrellas solo porque me hubiera gustado la posibilidad de reemplazar el paquete. Espero que en el futuro se considere como una opción para que sea perfecto.
4.0;El smartwatch por el precio que tiene es imbatible lamentablemente en mi Huawei P 30 Lite instalé la última versión Paiactive up y para conectar el smartwatch hay que tener mucha suerte!
4.0;Hola no me gustó que no puedes contestar las llamadas ni hablar
4.0;UN POCO INCOMODO AL SER TAN GRANDE PARA MUJER, POR LO DEMAS BIEN
4.0;Es muy lindo, y por el precio funciona genial.
4.0;Me gusta el reloj no me gusta que cuando haces ejercicios en el agua el solo se cambia de pantalla
4.0;El reloj esta bien para el precio, duración de la batería 7 días aproximadamente, la correa se ensucia en seguida a la luz del día le falta brillo
4.0;Muy buena calidad lo recomiendo a nivel de batería para 1 hora de carga aproximadamente 1 mes de uso, a pesar de que no podemos responder al mensaje o la llamada PD: lo uso día y noche
4.0;Perfecto para su precio
4.0;Muy bien
4.0;Muy Satisfecho
4.0;Excelente producto dado el bajo precio.
4.0;Bateria que dura varios dias, link app no ​​es la mejor, estoy bastante contento.
4.0;Comprado como una alternativa más barata a mi Fitbit que había sido retirado del mercado debido a un problema con la batería, hasta ahora todo bien.
4.0;El acabado de la pulsera podría ser mejor.
4.0;Antes de pasarme a un reloj inteligente más caro y de mayor rendimiento, quería probar uno básico para ver si me podía ser útil. Hace años que no llevo reloj en la muñeca, pero a la larga tener un smartphone en las manos todo el día me había empezado a cansar. ¡Pagué por este reloj, con el descuento, 35 euros! De momento estoy satisfecho Vemos que no es un top de tecnología, pero sus funciones les vienen bien.Ningún problema con bluetooth en combinación con el iPhone, medición de sueño profundo y ligero, cuenta pasos, alerta de Whatsup entrante y vista previa de los mensajes, corazón continuo medición de velocidad, etc. La batería con algunas funciones habilitadas para poder hacer mediciones continuas, me dura 3/4 días. La carga no lleva mucho tiempo. Finalmente me liberé de tener el teléfono constantemente en la mano. Las demás funciones: actividad física, deporte, etc. aún tengo que probar. Por el momento todo ok.
4.0;¡Esto es exactamente lo que estaba buscando! Los pasos son precisos y se conectan a mi iPhone sin problemas. La aplicación que descargas es fácil de navegar y es agradable que puedas cambiar la cara. La duración de la batería en el reloj dura mucho tiempo. El único inconveniente que noté fue que la duración de la batería de mi teléfono se agota bastante rápido. ¡Gran producto en general! Actualización *** Tuve este reloj durante aproximadamente 6 semanas e incluso compré uno para mi esposa porque me gustó la funcionalidad del reloj. Bueno, solo lo estaba usando y el broche se rompió de la banda. Estaba bastante molesto porque me gustaba mucho el reloj. El reloj de mi esposa tenía la correa pequeña que mantiene la correa extra apretada y se partía por la mitad simplemente moviéndola. Bajé mi calificación a 4 debido a lo económico que es el reloj. ¡La funcionalidad es genial!
4.0;Pasé semanas y semanas buscando la mejor inversión en un presupuesto. Y esto es todo. Por $ 39, no estoy seguro de que pueda obtener un mejor reloj inteligente básico. Lo digo porque es bastante básico. Hay alrededor de 3 esferas de reloj para elegir en el reloj, luego alrededor de 20 en la aplicación. Sin embargo, todas sus opciones son un poco poco atractivas. Y no hay forma de descargar más o personalizarlos. Lo cual es un poco fastidioso. Más allá de eso, hace el seguimiento y puede verificar el clima y cambiar canciones. Solo funciona cuando su teléfono está conectado por Bluetooth. No hay códigos de acceso o información personal en el reloj, por lo que si fuera a obtener perdido o robado, acaba de perder $ 39. El reloj parece ser de una calidad decente, sin embargo, la pantalla se raya con bastante facilidad. No obtendría esto como un reemplazo para los relojes Samsung o Apple. Pero para el reloj económico, este es el único que vale la pena.
4.0;Buen pequeño reloj. Bueno para el conteo de pasos y el seguimiento del sueño.
4.0;Mira bastante bien. Sin embargo, encontró la aplicación menos confiable.
4.0;El reloj demostró ser muy completo con opciones como la medición de presión que no encuentras en otros, el único problema fue que se desconecta solo.
4.0;Excelente durabilidad, por encima de las expectativas.
4.0;Tiene correa de repuesto?La que trae se puso fatal el primer día 😡
4.0;El reloj inteligente se ve muy bien. La pantalla es un poco más pequeña de lo esperado, ha sido embellecida en fotos promocionales. Todas las características también funcionan bien, pero es un poco más lento de lo esperado, por lo tanto, 1 estrella menos.
4.0;muy buen producto Excelente relación calidad-precio
4.0;Para niños es buen reloj
4.0;Llegó en un embalaje excelente. Fue fácil verificar inmediatamente su funcionalidad, pero igualmente difícil conectarlo al teléfono inteligente. Solo leyendo las numerosas reseñas supe qué aplicación descargar, dado que el teléfono móvil no podía leer el código QR de las instrucciones. La aplicación en sí es un poco difícil de entender en su funcionamiento general, pero al final se aseguró el funcionamiento. La relación entre precio y prestaciones es excelente, no le he dado puntuaciones a la impermeabilización solo porque no la he probado.
4.0;Después de leer los comentarios comencé y no me arrepiento, es realmente bueno, para mí, el único inconveniente es el contador de pasos, hay una gran diferencia entre el reloj y mi teléfono, de lo contrario, no hay nada de qué quejarse, sigue siendo fácil de manejar.
4.0;No tan bueno tiene un Fitbit versa, que también tengo, pero mucho más barato, en general muy satisfecho por el dinero, todo bien, aunque la aplicación es un poco básica en comparación con la aplicación Fitbit. ¡Buena relación calidad-precio!
4.0;Llevo usandolo por casi 1 mes y hasta ahora todo bastante bien, resistente al agua, se ajusta bien, es comodo. Lo unico que podria comentar es la duracion de la bateria : 1 tarda en cargar y 2 si usas el reloj todo el dia a la semana deberas cargarlo de nuevo.
4.0;¡Este es un lindo reloj inteligente! Especialmente por el precio. Es difícil saber por las fotos qué tan grande es la cara. Es tan grande como la apertura de un rollo de papel higiénico. Es un poco grande, tengo muñecas pequeñas, pero es conveniente. Además, tiene el mismo tamaño que el reloj inteligente Galaxy, ¡así que todos esos accesorios encajan! Tiene toda la información que necesito y un rastreador de sueño. Podría ser un poco más personalizable, pero nuevamente, el precio es una ganga. ¡Creo que voy a regalar este reloj por un tiempo!
4.0;El reloj funciona bien, las medidas son precisas, la falla es el hecho de que no puedes alejarte demasiado del teléfono, de lo contrario, se desincronizará de inmediato.
4.0;No he tenido ningún problema hasta ahora. A este precio, deberías poder usar tanto. Compré un toque diferente.
4.0;Buen compromiso calidad/precio
4.0;Hola Devolución ya realizada el 30/08/2022 la recibiste el 01/09 Saludos Sr ROYER Patrice
4.0;Reloj sencillo e intuitivo. Muy lindo
4.0;Se ajusta a la muestra de fotos.
4.0;Hace exactamente lo que dijeron que hace
4.0;Excelente relación calidad-precio, un montón de funciones muy útiles en cualquier momento del día. Muy preciso en la medición de la saturación de sangre (en comparación con el resultado de un oxímetro de pulso de dedo). Monitorización de las fases del sueño muy útil, menos precisa en la medición de la presión arterial. Ideal para aquellos que quieren monitorear la actividad física, la actualización constante de los gráficos de las funciones individuales es agradable en la aplicación del teléfono. Si se utilizan muchas funciones, la batería dura una media de 3/4 días.
4.0;El reloj inteligente en sí por el precio que cuesta puede ser aceptable, la aplicación de gestión Paictive es espeluznante, tiene vida propia, muy latino no muy asiático
4.0;He podido probar el reloj durante aproximadamente una semana y se ve muy elegante. Lo que me parece genial es que puedes usar tus propias fotos como fondo 👍🏻 Lo que me molesta personalmente es que no puedes ver si el reloj está conectado a tu celular. La mayor parte del tiempo la conexión Bluetooth se había ido, por lo que no recibí ningún mensaje en el reloj. Los mensajes de WhatsApp no ​​siempre se muestran completamente en el reloj. Lo cual es muy molesto. En general, el reloj está bien.
4.0;Considerándolo todo, es un buen producto por el precio, tal vez un poco lento pero lo suficientemente preciso... toma un tiempo calcular el oxígeno y la presión... para encontrar el teléfono tengo que usar el ícono sobre la cortina y no el lateral uno.
4.0;Me mantiene alerta, pero el teléfono debe estar cerca para recibir notificaciones
4.0;Me encantó el reloj, la aplicación hizo todo lo que quería, lamentablemente el mío estaba defectuoso ya que agotó la batería en un día. El vendedor fue muy servicial con los consejos, pero no funcionó y se ofreció un reembolso sin problemas. Habría tomado un reemplazo, pero eso no estaba en oferta. No tuve ningún problema con la devolución, además de no poder usar la oficina de correos para devolver paquetes ahora y nuestra tienda Hermes ha dejado de operar, ¡así que el lugar más cercano para enviar está a diez millas de distancia! Eso me disuadió de comprar otro en línea. Según las reseñas, la mayoría de las personas no tienen problemas con el reloj y, como digo, hace todo lo que necesitaba, pero tuve mala suerte.
4.0;Buen valor para el dinero
4.0;Lo uso principalmente para contar los pasos diarios, dudo de la precisión del conteo... por lo demás, son geniales, ¡además dan la hora! yo recomiendo
4.0;Comprado recientemente pero muy satisfecho por ahora, hermoso rendimiento en el brazo, buscábamos un reloj con funciones de llamada y recepción de llamadas y notificaciones, así como funciones de salud.
4.0;Calidad, precio muy bueno. 👍🏻
4.0;Muchas características a un costo más bajo que las mejores marcas.
4.0;Parece resistente. Montón infinito. Medidas falsas e inútiles.
4.0;Las tres principales cosas que no me gustan es el hecho de que no rastrea completamente mi sueño. No se da cuenta cuando me despierto y si me acuesto solo para relajarme piensa que estoy dormido. Decía que dormí durante 32 minutos cuando estuve despierto durante casi 20 horas. Y desearía que tuvieran más esferas de reloj. Aparte de eso, me gusta.
4.0;Para una de 10 años está bien. El cristal se raya con facilidad
4.0;Excelente reloj inteligente, excepto por el control de la presión que no es confiable.
4.0;Puedo ver notificaciones como LINE y puedo detener música como Amazon Music, ¡así que básicamente estoy satisfecho! No estaba buscando algo tan avanzado, así que sentí que el Apple Watch era caro, ¡así que es una función suficiente!
4.0;Se ve buena calidad, pantalla muy clara, solo esperaré un poco porque la función del medidor de presión arterial no es buena, siempre el mismo número
4.0;El producto en general bien pero las notificaciones no se puede conectar de ningún modo y la app pésima
4.0;Como estaba acostumbrado al Fitbit, al principio era inusual. Es genial que puedas configurar tu propio dial. WhatsApp y otros pueden leer con anticipación. Lo que echo de menos es que ya no puedes consultar los detalles de días pasados. Pero aparte de eso, este reloj es excelente por el precio. Sobre todo la batería me dura casi 3 semanas antes de tener que recargarla
4.0;regalo muy apreciado
4.0;El reloj x si solo funciona bastante bien, pero la aplicación es un desastre
4.0;Me encanta, muy útil. Al principio tuve problemas porque no funcionaba correctamente, pero después de unos días comenzó a funcionar perfectamente.
4.0;Agradable y usando bien
4.0;El producto se ajusta a la descripción del vendedor. Buena relación calidad-precio.
4.0;Este reloj tiene una muy buena relación calidad-precio, hace todo lo que dice en el anuncio, pero es un poco engañoso, ya que muestra que puede recibir llamadas. PERO NO PUEDES RESPONDERLAS EN EL RELOJ. Me tomó un tiempo configurar los mensajes en el reloj, pero finalmente lo hice después de varios intentos. Fuera de eso estoy muy contento con el
4.0;Excelente producto calidad precio, aun no se si es resistente al agua
4.0;producto gustado
4.0;Devolución sin problemas por fallo
4.0;Bien
4.0;Buen producto buena relación calidad-precio la batería dura al menos 10 días no está mal
4.0;funciona bien, muestra toda la información importante, los relojes caros solo pueden hacer un poco más, pero muestra todas las cosas importantes, un buen reloj por este precio
4.0;Si je me réfère au compteur de pas, je marche 2 plus que mes pas réels ou alors j'ai deux pieds invisibles en plus….Bref obligé de diviser par deux le nombre de pas, sinon le look est sympa, l'application facile a utilizar. Perfecta relación calidad-precio
4.0;El reloj inteligente en sí es genial. Me encanta todo lo que hace. Lo único que no me gusta es cuando es hora de cargarlo. No me gusta el cable de carga. ¿Por qué el desarrollador hizo este tipo de cable de carga magnética? Eso no es muy inteligente para un reloj inteligente. Le habría dado 5 estrellas si tuviera un puerto de carga regular como todos mis otros dispositivos electrónicos. No pierda el cargador porque no podrá cambiar ni usar sus otros cargadores para cargar este reloj. Haga una nueva versión del reloj y deje que venga con un cargador normal.
4.0;Por el precio, no se pueden esperar características de primer nivel.
4.0;Paquete entregado a tiempo y a mi hija le encanta este reloj
4.0;"Me preguntaba por qué era tan barato; no obtiene lecturas continuas de sus estadísticas como lo hace con un Fitbit. Pero eso no me molesta porque lo uso principalmente para el tiempo y para avisarme cuando recibo un mensaje en WhatsApp. Actualización: ahorra dinero. El primero dejó de funcionar a las pocas semanas. Bluetooth en el reemplazo dejó de funcionar después de unos meses, y Amazon dice que la ventana de devolución se cerró. ¡Al diablo con eso! Los productos deben ser duraderos por ley, por lo que Amazon debería permitirme devolver un artículo que no sea duradero. Acabo de comprar un Fitbit Charge 5, pero tuve que devolver el primero porque no realizaba una actualización de software. El segundo es perfecto hasta ahora. Sin embargo, presenté una queja ante los Estándares Comerciales del Reino Unido sobre todos los relojes inteligentes que compré."
4.0;Perfecta relación calidad-precio.Atención, no es un Apple Watch pero eso es normal dado el precio.Reloj perfecto en sus funciones.Obviamente no puedes contestar mensajes y mucho menos contestar el teléfono,solo puedes rechazar.Compra muy deportiva. Entrega asquerosa 4 dias de retraso y despues de 3 llamadas al centro de asistencia Ademas el otro reloj que compre, dos de ellos, ni me llego (comprado al mismo tiempo)
4.0;En comparación con el precio (menos de 40 €) es realmente un producto excelente. Estéticamente agradable, bastante preciso y cumple completamente con mis necesidades: ver notificaciones de teléfonos inteligentes, monitorear información relacionada con la salud (con la debida precaución, solo como referencia pura, no siendo un instrumento médico real) y estado físico en general. Duración de la batería en silencio 6/7 días, así que todo ok, excepto quizás solo el toque en ciertos pasajes bastante lento, pero en general lo compraría de nuevo.
4.0;Mira sin demasiadas expectativas. Buenos materiales, interfaz bastante intuitiva. pocas opciones y la elección de apps desde las que recibir notificaciones es fundamental, lástima que se podría aumentar la audiencia. Si no tiene grandes expectativas, es un reloj muy honesto que está en consonancia con el precio. Estéticamente es muy bonito.
4.0;Comprado como reloj para el trabajo. Cara clara, duración de la batería un poco más corta de lo que me gustaría (alrededor de 4 días). En general satisfecho.
4.0;después de varios meses de usarlo sigue intacto y quedé muy satisfecho con el producto
4.0;Hasta ahora todo bien, solo que no estoy seguro sobre el registro del sueño, creo que registra entre las 10 p. m. y las 5 a. m., ¡pero solo puede ver los resultados del sueño después de las 5 a. m. de la mañana!
4.0;Mercado a pie,,,bici,,,tensión!!
4.0;Llego a tiempo hace todo lo que esta en la descripcion, las funciones de medir oxigeno en la sangre, presion arterial y pulso son agradables. Se sincroniza fácilmente. 4 estrellas merecidas por la calidad/precio, la única pega es que si lo uso para hacer deporte camino rápido y correctamente, usando el GPS del móvil no es preciso y cuenta más o menos entre 100 y 200 metros por kilómetro. Por lo demás totalmente satisfecho. Recomiendo la compra.
4.0;Gran reloj, hace lo que se supone que debe hacer de manera eficiente.
4.0;Ligero versátil y práctico.
4.0;Muy fácil e intuitivo, ligero y preciso en la detección de los parámetros. La duración de la batería podría mejorarse.
4.0;Bonito relojito. Tiene algunas peculiaridades, pero hasta ahora ha hecho el trabajo como prometió. Fácil de configurar, buena pantalla clara: en realidad no tengo problemas con la aplicación (tiene algunas críticas negativas), sí, es básico, pero este es un reloj de £ 40 y la aplicación hace el trabajo muy bien. Mi única queja es que no te notifica los mensajes de Telegram, ¡pero honestamente eso es todo! Parece a prueba de ducha también. Lo del sueño funciona, pero dudo que lo use porque no tengo idea para qué sería útil. en general, bueno para el dinero.
4.0;La función de llamada es lo único que le falta a este reloj. Me encanta tanto que también compré uno para mi esposo.
4.0;Solo un problema tengo tatuado el brazo izquierdo, el sensor no lee, lo llevare a la derecha
5.0;Excelente relación calidad-precio, fácil de usar y aplicación útil para realizar un seguimiento. La aplicación no siempre se conecta, pero sigue intentándolo y carga la información y los datos. Fácil de configurar. Necesito hacer cambios serios en el estilo de vida, como la dieta, volverme más activo, etc. Comenzar correctamente mañana, pero tuve el reloj durante 3 días y ya me muevo más, controlándome. Recomendado a la familia para ayudar con sus metas. ¡Nunca creí que esto agregaría algún beneficio, mal!
5.0;Este es de los pocos relojes que he visto con oximetro, ya que la mayoría de ellos suelen tener lo típico (cuenta pasos, calidad del sueño, ritmo cardiaco...), pero este es más completo y la verdad es que funciona genial, no he podido comprobar si los datos son fiables, pero parece que si, y la batería dura bastante, tengo otro reloj similar y lo tengo que cargar cada día, a este le aguanta perfectamente 1 semana!
5.0;Lo compré para mi esposo y está muy conforme, excelente compra en relación calidad - precio, la batería dura de 5 a 6 días aproximadamente.
5.0;Este es de los pocos relojes que he visto con oximetro, ya que la mayoría de ellos suelen tener lo típico (cuenta pasos, calidad del sueño, ritmo cardiaco...), pero este es más completo y la verdad es que funciona genial.
5.0;El reloj tiene un diseño muy bonito y la calidad de construcción del reloj es muy buena para el precio que tiene.Tiene varios modos de deporte, controla las calorías, los pasos, función de oxígeno en sangre y notificaciones de mensajes y de redes sociales.La duración de la batería tiene una duración de cinco o seis días y la conectividad con el móvil es fácil gracias a su app y a las instrucciones en español.Es recomendable y tiene una gran relación calidad-precio.
5.0;Genial, me encanta su diseño. Queda precioso y moderno.
5.0;Funciona muy bien, la nieta está muy complacida con él.
5.0;Es excelente para caminar y hacer ejercicio para monitorear sus pasos y monitorear el corazón.
5.0;Es precioso.Llegan todas las notificaciones y puedes elegir el fondo que quieras.La batería...pues llevo usándolo varios días y todavía no lo cargué.Encantadísima.
5.0;He tenido este reloj durante unos 6 meses y es perfecto para lo que quería. Cuenta los pasos y muchos otros ejercicios, le llegan notificaciones telefónicas y llamadas, aunque no puede contestar llamadas, es bueno si su teléfono está en su bolso o incluso en otra habitación para saber si alguien está llamando. La duración de la batería también dura más de 2 semanas.
5.0;No se veia bien con la luz del dia, devuelto
5.0;Hace lo que dice buen reloj por el precio.
5.0;Estoy emocionado de usar este dispositivo para monitorear mis actividades de ejercicio y condiciones generales de salud.
5.0;Me gusta y me va bien pero no encuentra correas de nylon para él, me pueden ayudar, gracias
5.0;Esta chulo pero llevo ya 6 meses con él y no sé si es el reloj o la aplicación que no me sincroniza y se sale de la aplicación. Ahora va un poco mal
